291.000000,286.000000,384.000000,345.000000,
290.000000,288.000000,382.000000,347.000000,
290.000000,290.000000,380.000000,348.000000,
288.000000,293.000000,379.000000,356.000000,
286.000000,290.000000,379.000000,358.000000,
287.000000,289.000000,378.000000,359.000000,
284.000000,292.000000,375.000000,359.000000,
277.000000,291.000000,371.000000,374.000000,
277.000000,291.000000,368.000000,365.000000,
273.000000,292.000000,365.000000,378.000000,
259.000000,294.000000,360.000000,378.000000,
253.000000,295.000000,356.000000,383.000000,
249.000000,295.000000,350.000000,384.000000,
250.000000,295.000000,350.000000,386.000000,
244.000000,292.000000,344.000000,387.000000,
241.000000,292.000000,341.000000,388.000000,
235.000000,293.000000,337.000000,390.000000,
226.000000,295.000000,334.000000,391.000000,
221.000000,297.000000,327.000000,391.000000,
208.000000,297.000000,321.000000,393.000000,
200.000000,294.000000,312.000000,393.000000,
194.000000,296.000000,307.000000,394.000000,
188.000000,296.000000,302.000000,396.000000,
187.000000,293.000000,300.000000,396.000000,
178.000000,296.000000,291.000000,397.000000,
178.000000,300.000000,285.000000,398.000000,
175.000000,303.000000,288.000000,397.000000,
170.000000,301.000000,289.000000,398.000000,
171.000000,299.000000,287.000000,401.000000,
169.000000,302.000000,286.000000,403.000000,
172.000000,298.000000,285.000000,404.000000,
173.000000,296.000000,280.000000,405.000000,
172.000000,293.000000,274.000000,408.000000,
173.000000,295.000000,271.000000,410.000000,
166.000000,295.000000,261.000000,408.000000,
168.000000,300.000000,258.000000,412.000000,
162.000000,304.000000,247.000000,413.000000,
165.000000,306.000000,247.000000,412.000000,
160.000000,301.000000,252.000000,408.000000,
161.000000,306.000000,250.000000,409.000000,
160.000000,306.000000,249.000000,409.000000,
158.000000,308.000000,245.000000,412.000000,
150.000000,304.000000,237.000000,414.000000,
148.000000,306.000000,236.000000,410.000000,
140.000000,305.000000,233.000000,412.000000,
124.000000,303.000000,237.000000,413.000000,
124.000000,305.000000,246.000000,416.000000,
118.000000,305.000000,251.000000,417.000000,
130.000000,310.000000,259.000000,420.000000,
136.000000,304.000000,266.000000,421.000000,
147.000000,306.000000,278.000000,418.000000,
154.000000,304.000000,290.000000,416.000000,
161.000000,309.000000,296.000000,421.000000,
168.000000,308.000000,309.000000,422.000000,
174.000000,311.000000,315.000000,424.000000,
178.000000,305.000000,316.000000,425.000000,
195.000000,310.000000,335.000000,425.000000,
207.000000,306.000000,349.000000,426.000000,
223.000000,315.000000,367.000000,427.000000,
231.000000,311.000000,371.000000,430.000000,
248.000000,313.000000,397.000000,426.000000,
265.000000,308.000000,397.000000,428.000000,
275.000000,316.000000,412.000000,436.000000,
292.000000,309.000000,426.000000,437.000000,
307.000000,314.000000,441.000000,436.000000,
321.000000,314.000000,453.000000,437.000000,
369.000000,314.000000,473.000000,437.000000,
393.000000,314.000000,484.000000,436.000000,
406.000000,317.000000,510.000000,438.000000,
423.000000,318.000000,526.000000,436.000000,
435.000000,314.000000,544.000000,439.000000,
463.000000,315.000000,561.000000,437.000000,
470.000000,319.000000,578.000000,439.000000,
488.000000,319.000000,579.000000,436.000000,
507.000000,319.000000,611.000000,439.000000,
518.000000,321.000000,617.000000,440.000000,
541.000000,320.000000,625.000000,440.000000,
550.000000,320.000000,625.000000,440.000000,
568.000000,320.000000,625.000000,443.000000,
576.000000,325.000000,625.000000,440.000000,
530.000000,382.000000,625.000000,420.000000,
524.000000,381.000000,624.000000,417.000000,
522.000000,381.000000,625.000000,419.000000,
524.000000,382.000000,625.000000,420.000000,
524.000000,385.000000,625.000000,421.000000,
526.000000,386.000000,625.000000,423.000000,
