56.000000,265.000000,131.000000,459.000000,
68.000000,270.000000,133.000000,460.000000,
91.000000,271.000000,146.000000,455.000000,
102.000000,271.000000,206.000000,460.000000,
92.000000,275.000000,173.000000,458.000000,
98.000000,279.000000,189.000000,457.000000,
96.000000,274.000000,204.000000,459.000000,
95.000000,273.000000,206.000000,461.000000,
95.000000,271.000000,200.000000,455.000000,
108.000000,264.000000,197.000000,453.000000,
125.000000,264.000000,199.000000,458.000000,
142.000000,261.000000,204.000000,462.000000,
158.000000,259.000000,209.000000,453.000000,
163.000000,261.000000,222.000000,461.000000,
164.000000,265.000000,227.000000,457.000000,
161.000000,264.000000,249.000000,456.000000,
162.000000,265.000000,258.000000,456.000000,
166.000000,264.000000,259.000000,459.000000,
158.000000,263.000000,278.000000,458.000000,
177.000000,264.000000,268.000000,456.000000,
180.000000,265.000000,274.000000,452.000000,
199.000000,261.000000,267.000000,452.000000,
211.000000,260.000000,274.000000,453.000000,
232.000000,260.000000,289.000000,455.000000,
239.000000,261.000000,295.000000,455.000000,
239.000000,261.000000,308.000000,460.000000,
241.000000,264.000000,324.000000,462.000000,
237.000000,260.000000,339.000000,466.000000,
238.000000,261.000000,343.000000,453.000000,
245.000000,264.000000,346.000000,461.000000,
247.000000,261.000000,347.000000,457.000000,
262.000000,261.000000,348.000000,462.000000,
273.000000,263.000000,346.000000,463.000000,
293.000000,258.000000,348.000000,461.000000,
302.000000,260.000000,351.000000,461.000000,
309.000000,260.000000,362.000000,459.000000,
314.000000,262.000000,366.000000,459.000000,
314.000000,264.000000,395.000000,457.000000,
311.000000,265.000000,392.000000,456.000000,
308.000000,267.000000,408.000000,457.000000,
312.000000,268.000000,409.000000,456.000000,
320.000000,271.000000,403.000000,453.000000,
332.000000,270.000000,416.000000,451.000000,
348.000000,269.000000,411.000000,451.000000,
354.000000,269.000000,416.000000,451.000000,
371.000000,264.000000,429.000000,449.000000,
383.000000,264.000000,442.000000,460.000000,
387.000000,263.000000,456.000000,450.000000,
391.000000,263.000000,470.000000,451.000000,
387.000000,266.000000,481.000000,451.000000,
383.000000,269.000000,483.000000,461.000000,
382.000000,270.000000,480.000000,451.000000,
386.000000,268.000000,487.000000,448.000000,
400.000000,267.000000,495.000000,453.000000,
413.000000,266.000000,489.000000,449.000000,
425.000000,262.000000,493.000000,448.000000,
454.000000,264.000000,505.000000,451.000000,
455.000000,267.000000,508.000000,456.000000,
452.000000,267.000000,513.000000,448.000000,
456.000000,268.000000,519.000000,450.000000,
469.000000,268.000000,534.000000,445.000000,
468.000000,269.000000,535.000000,434.000000,
489.000000,265.000000,552.000000,445.000000,
493.000000,265.000000,553.000000,445.000000,
504.000000,262.000000,564.000000,438.000000,
502.000000,262.000000,568.000000,440.000000,
516.000000,262.000000,579.000000,437.000000,
521.000000,265.000000,583.000000,444.000000,
522.000000,263.000000,586.000000,437.000000,
518.000000,268.000000,587.000000,441.000000,
526.000000,267.000000,596.000000,442.000000,
523.000000,265.000000,601.000000,439.000000,
529.000000,266.000000,607.000000,435.000000,
550.000000,265.000000,619.000000,427.000000,
564.000000,262.000000,616.000000,430.000000,
