104.000000,219.000000,196.000000,477.000000,
106.000000,223.000000,205.000000,476.000000,
121.000000,226.000000,219.000000,476.000000,
123.000000,226.000000,228.000000,477.000000,
136.000000,230.000000,242.000000,477.000000,
150.000000,235.000000,250.000000,469.000000,
167.000000,233.000000,264.000000,468.000000,
173.000000,231.000000,267.000000,466.000000,
187.000000,229.000000,283.000000,461.000000,
192.000000,230.000000,291.000000,464.000000,
215.000000,229.000000,303.000000,466.000000,
222.000000,229.000000,310.000000,468.000000,
237.000000,235.000000,319.000000,465.000000,
242.000000,241.000000,327.000000,472.000000,
243.000000,248.000000,339.000000,476.000000,
243.000000,252.000000,350.000000,476.000000,
251.000000,253.000000,361.000000,476.000000,
258.000000,257.000000,370.000000,476.000000,
286.000000,257.000000,383.000000,476.000000,
299.000000,255.000000,389.000000,473.000000,
321.000000,253.000000,398.000000,467.000000,
327.000000,250.000000,406.000000,413.000000,
338.000000,248.000000,421.000000,446.000000,
344.000000,248.000000,430.000000,452.000000,
347.000000,249.000000,435.000000,473.000000,
355.000000,256.000000,443.000000,476.000000,
362.000000,265.000000,443.000000,474.000000,
376.000000,310.000000,428.000000,460.000000,
NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,
474.000000,284.000000,524.000000,472.000000,
468.000000,268.000000,524.000000,442.000000,
460.000000,269.000000,530.000000,438.000000,
459.000000,271.000000,534.000000,447.000000,
459.000000,274.000000,543.000000,475.000000,
457.000000,277.000000,549.000000,476.000000,
465.000000,281.000000,558.000000,473.000000,
473.000000,277.000000,566.000000,468.000000,
494.000000,275.000000,579.000000,468.000000,
511.000000,271.000000,585.000000,470.000000,
524.000000,270.000000,598.000000,472.000000,
526.000000,270.000000,605.000000,473.000000,
535.000000,272.000000,616.000000,473.000000,
542.000000,281.000000,619.000000,472.000000,
546.000000,285.000000,619.000000,469.000000,
548.000000,293.000000,619.000000,470.000000,
553.000000,296.000000,619.000000,469.000000,
556.000000,293.000000,619.000000,474.000000,
564.000000,294.000000,620.000000,470.000000,
570.000000,279.000000,619.000000,445.000000,
